City,Datetime,PM2.5,PM10,NO2,O3,SO2
Kolkata,2023-07-11 15:00:00,16,111,22,37,22
Bangalore,2023-07-11 16:00:00,55,42,5,25,25
Mumbai,2023-07-11 17:00:00,40,135,19,45,1
Chennai,2023-07-11 18:00:00,5,42,88,45,10
Chennai,2023-07-11 19:00:00,131,42,52,59,14
Chennai,2023-07-11 20:00:00,98,49,78,29,8
Kolkata,2023-07-11 21:00:00,46,124,56,27,23
Kolkata,2023-07-11 22:00:00,60,62,25,17,32
Mumbai,2023-07-11 23:00:00,18,29,32,39,34
Chennai,2023-07-12 00:00:00,119,62,51,5,13
Chennai,2023-07-12 01:00:00,126,88,48,43,21
Bangalore,2023-07-12 02:00:00,65,36,28,40,23
Kolkata,2023-07-12 03:00:00,95,38,9,40,25
Chennai,2023-07-12 04:00:00,66,185,105,32,7
Mumbai,2023-07-12 05:00:00,13,51,37,57,39
Mumbai,2023-07-12 06:00:00,45,75,33,45,29
Chennai,2023-07-12 07:00:00,64,73,42,19,29
Kolkata,2023-07-12 08:00:00,44,71,35,19,32
Mumbai,2023-07-12 09:00:00,52,117,42,14,24
Bangalore,2023-07-12 10:00:00,56,132,65,39,5
Mumbai,2023-07-12 11:00:00,57,76,37,11,16
Delhi,2023-07-12 12:00:00,61,34,16,49,1
Delhi,2023-07-12 13:00:00,22,147,36,53,22
Kolkata,2023-07-12 14:00:00,34,85,30,14,15
Chennai,2023-07-12 15:00:00,15,167,68,26,17
Kolkata,2023-07-12 16:00:00,94,10,63,30,32
Kolkata,2023-07-12 17:00:00,5,98,42,45,12
Kolkata,2023-07-12 18:00:00,100,176,14,58,14
Kolkata,2023-07-12 19:00:00,108,74,15,5,18
Bangalore,2023-07-12 20:00:00,49,79,40,24,1
Bangalore,2023-07-12 21:00:00,5,103,46,25,14
Mumbai,2023-07-12 22:00:00,47,64,32,5,1
Delhi,2023-07-12 23:00:00,57,75,30,21,10
Kolkata,2023-07-13 00:00:00,24,74,28,37,28
Mumbai,2023-07-13 01:00:00,41,61,39,24,23
Delhi,2023-07-13 02:00:00,113,145,5,5,10
Chennai,2023-07-13 03:00:00,83,110,17,81,18
Bangalore,2023-07-13 04:00:00,27,101,27,34,5
Delhi,2023-07-13 05:00:00,5,126,64,32,17
Chennai,2023-07-13 06:00:00,48,78,23,10,53
Delhi,2023-07-13 07:00:00,52,55,43,34,40
Bangalore,2023-07-13 08:00:00,77,62,44,27,18
Bangalore,2023-07-13 09:00:00,41,90,65,5,19
Mumbai,2023-07-13 10:00:00,77,42,65,10,6
Kolkata,2023-07-13 11:00:00,127,67,38,44,8
Delhi,2023-07-13 12:00:00,88,66,30,64,22
Delhi,2023-07-13 13:00:00,58,185,26,36,11
Chennai,2023-07-13 14:00:00,53,10,35,49,28
Bangalore,2023-07-13 15:00:00,47,81,31,27,36
Delhi,2023-07-13 16:00:00,101,167,51,28,21
Bangalore,2023-07-13 17:00:00,38,95,48,49,19
Delhi,2023-07-13 18:00:00,61,123,51,59,1
Mumbai,2023-07-13 19:00:00,61,94,65,53,26
Kolkata,2023-07-13 20:00:00,42,59,77,10,4
Delhi,2023-07-13 21:00:00,11,10,42,28,12
Bangalore,2023-07-13 22:00:00,71,99,61,34,29
Mumbai,2023-07-13 23:00:00,57,55,32,25,30
Delhi,2023-07-14 00:00:00,77,53,63,36,12
Chennai,2023-07-14 01:00:00,41,67,61,44,13
Kolkata,2023-07-14 02:00:00,102,168,60,48,9
Delhi,2023-07-14 03:00:00,29,198,41,60,3
Mumbai,2023-07-14 04:00:00,119,99,26,24,10
Chennai,2023-07-14 05:00:00,5,69,12,5,1
Mumbai,2023-07-14 06:00:00,75,37,39,36,26
Mumbai,2023-07-14 07:00:00,76,111,70,63,22
Chennai,2023-07-14 08:00:00,32,170,33,21,24
Mumbai,2023-07-14 09:00:00,74,78,55,42,6
Chennai,2023-07-14 10:00:00,104,10,56,42,3
Delhi,2023-07-14 11:00:00,5,120,34,33,18
Chennai,2023-07-14 12:00:00,77,134,66,30,18
Chennai,2023-07-14 13:00:00,5,18,5,13,16
Kolkata,2023-07-14 14:00:00,26,97,15,5,14
Chennai,2023-07-14 15:00:00,117,110,21,9,38
Chennai,2023-07-14 16:00:00,39,86,23,22,23
Delhi,2023-07-14 17:00:00,18,54,46,49,41
Kolkata,2023-07-14 18:00:00,53,135,45,28,33
Bangalore,2023-07-14 19:00:00,132,71,47,20,38
Delhi,2023-07-14 20:00:00,5,23,51,13,5
Delhi,2023-07-14 21:00:00,23,10,20,41,25
Bangalore,2023-07-14 22:00:00,112,146,15,54,12
Chennai,2023-07-14 23:00:00,125,117,47,49,1
Mumbai,2023-07-15 00:00:00,56,93,27,40,35
Kolkata,2023-07-15 01:00:00,16,70,8,5,14
Mumbai,2023-07-15 02:00:00,133,66,59,23,5
Bangalore,2023-07-15 03:00:00,115,41,67,65,13
Delhi,2023-07-15 04:00:00,83,70,71,50,8
Delhi,2023-07-15 05:00:00,31,10,43,5,9
Kolkata,2023-07-15 06:00:00,58,56,52,28,15
Delhi,2023-07-15 07:00:00,54,76,67,36,38
Delhi,2023-07-15 08:00:00,71,117,27,16,10
Kolkata,2023-07-15 09:00:00,110,88,62,5,37
Kolkata,2023-07-15 10:00:00,90,125,45,31,28
Bangalore,2023-07-15 11:00:00,22,150,58,15,22
Delhi,2023-07-15 12:00:00,108,137,43,15,26
Delhi,2023-07-15 13:00:00,70,111,65,23,18
Bangalore,2023-07-15 14:00:00,84,90,44,27,33
Chennai,2023-07-15 15:00:00,111,45,10,29,24
Chennai,2023-07-15 16:00:00,21,123,69,14,1
Chennai,2023-07-15 17:00:00,58,165,21,26,21
Bangalore,2023-07-15 18:00:00,41,105,65,5,27
Delhi,2023-07-15 19:00:00,5,176,38,35,14
Bangalore,2023-07-15 20:00:00,72,21,63,5,19
Bangalore,2023-07-15 21:00:00,147,38,62,24,10
Chennai,2023-07-15 22:00:00,5,128,48,46,1
Mumbai,2023-07-15 23:00:00,58,101,50,10,1
Delhi,2023-07-16 00:00:00,82,149,48,42,1
Chennai,2023-07-16 01:00:00,64,89,5,50,26
Mumbai,2023-07-16 02:00:00,56,50,42,5,1
Mumbai,2023-07-16 03:00:00,14,80,17,27,10
Kolkata,2023-07-16 04:00:00,68,21,43,5,8
Delhi,2023-07-16 05:00:00,33,39,17,27,14
Mumbai,2023-07-16 06:00:00,5,133,16,29,1
Chennai,2023-07-16 07:00:00,101,129,72,5,22
Kolkata,2023-07-16 08:00:00,93,106,61,64,2
Delhi,2023-07-16 09:00:00,61,12,39,35,31
Bangalore,2023-07-16 10:00:00,68,73,43,14,10
Chennai,2023-07-16 11:00:00,97,34,35,56,16
Mumbai,2023-07-16 12:00:00,67,142,51,5,18
Mumbai,2023-07-16 13:00:00,91,63,26,7,20
Chennai,2023-07-16 14:00:00,49,41,59,5,18
Mumbai,2023-07-16 15:00:00,105,91,34,62,12
Kolkata,2023-07-16 16:00:00,71,61,31,35,22
Delhi,2023-07-16 17:00:00,66,156,40,41,23
Kolkata,2023-07-16 18:00:00,15,56,28,35,8
Mumbai,2023-07-16 19:00:00,70,27,46,40,23
Bangalore,2023-07-16 20:00:00,30,10,29,31,32
Delhi,2023-07-16 21:00:00,37,88,49,34,26
Delhi,2023-07-16 22:00:00,31,64,64,31,29
Chennai,2023-07-16 23:00:00,22,25,25,19,20
Chennai,2023-07-17 00:00:00,134,143,37,29,6
Bangalore,2023-07-17 01:00:00,106,120,49,34,8
Delhi,2023-07-17 02:00:00,127,88,31,31,21
Bangalore,2023-07-17 03:00:00,17,151,49,5,29
Chennai,2023-07-17 04:00:00,62,119,51,5,51
Chennai,2023-07-17 05:00:00,14,52,61,49,29
Delhi,2023-07-17 06:00:00,35,43,27,24,3
Kolkata,2023-07-17 07:00:00,27,126,21,40,8
Mumbai,2023-07-17 08:00:00,103,107,33,10,45
Chennai,2023-07-17 09:00:00,46,97,20,5,15
Chennai,2023-07-17 10:00:00,97,51,51,14,18
Kolkata,2023-07-17 11:00:00,81,117,16,25,6
Kolkata,2023-07-17 12:00:00,140,56,86,18,36
Bangalore,2023-07-17 13:00:00,8,85,65,53,24
Bangalore,2023-07-17 14:00:00,104,155,40,33,8
Mumbai,2023-07-17 15:00:00,100,60,57,63,6
Mumbai,2023-07-17 16:00:00,25,19,7,37,21
Delhi,2023-07-17 17:00:00,95,42,90,5,18
Bangalore,2023-07-17 18:00:00,71,134,28,49,27
Chennai,2023-07-17 19:00:00,52,101,37,5,24
Bangalore,2023-07-17 20:00:00,31,84,5,34,14
Chennai,2023-07-17 21:00:00,34,67,49,16,11
Kolkata,2023-07-17 22:00:00,131,111,17,68,16
Bangalore,2023-07-17 23:00:00,60,51,42,55,11
Kolkata,2023-07-18 00:00:00,87,103,29,16,16
Mumbai,2023-07-18 01:00:00,32,57,18,27,18
Mumbai,2023-07-18 02:00:00,32,49,23,34,7
Delhi,2023-07-18 03:00:00,97,61,44,45,25
Bangalore,2023-07-18 04:00:00,12,73,14,30,13
Kolkata,2023-07-18 05:00:00,45,87,25,11,7
Chennai,2023-07-18 06:00:00,61,100,53,17,13
Mumbai,2023-07-18 07:00:00,63,10,92,29,20
Mumbai,2023-07-18 08:00:00,53,53,49,52,18
Chennai,2023-07-18 09:00:00,73,72,21,37,23
Kolkata,2023-07-18 10:00:00,84,157,32,16,28
Kolkata,2023-07-18 11:00:00,85,41,40,41,33
Bangalore,2023-07-18 12:00:00,25,97,33,23,21
Bangalore,2023-07-18 13:00:00,50,157,58,46,5
Delhi,2023-07-18 14:00:00,101,30,44,75,14
Mumbai,2023-07-18 15:00:00,91,107,58,23,5
Bangalore,2023-07-18 16:00:00,11,53,33,44,38
Kolkata,2023-07-18 17:00:00,72,67,66,16,41
Chennai,2023-07-18 18:00:00,5,53,36,27,25
Kolkata,2023-07-18 19:00:00,61,57,20,30,28
Mumbai,2023-07-18 20:00:00,126,212,83,26,21
Kolkata,2023-07-18 21:00:00,26,128,5,74,22
Delhi,2023-07-18 22:00:00,30,139,25,24,1
Mumbai,2023-07-18 23:00:00,86,112,27,40,17
Chennai,2023-07-19 00:00:00,6,17,90,5,7
Delhi,2023-07-19 01:00:00,37,107,76,37,21
Mumbai,2023-07-19 02:00:00,80,138,69,50,17
Chennai,2023-07-19 03:00:00,37,51,33,20,41
Delhi,2023-07-19 04:00:00,51,133,88,5,28
Delhi,2023-07-19 05:00:00,86,121,47,29,21
Mumbai,2023-07-19 06:00:00,74,173,59,30,14
Bangalore,2023-07-19 07:00:00,69,71,43,43,38
Delhi,2023-07-19 08:00:00,48,40,39,66,17
Delhi,2023-07-19 09:00:00,72,73,34,23,21
Chennai,2023-07-19 10:00:00,55,154,35,14,18
Kolkata,2023-07-19 11:00:00,76,10,52,8,13
Mumbai,2023-07-19 12:00:00,42,10,47,33,18
Mumbai,2023-07-19 13:00:00,53,94,39,38,1
Bangalore,2023-07-19 14:00:00,25,70,70,20,1
Bangalore,2023-07-19 15:00:00,58,90,5,44,22
Mumbai,2023-07-19 16:00:00,31,132,50,38,36
Bangalore,2023-07-19 17:00:00,21,65,54,30,22
Chennai,2023-07-19 18:00:00,69,10,62,13,9
Mumbai,2023-07-19 19:00:00,67,182,38,21,1
Bangalore,2023-07-19 20:00:00,87,45,44,5,27
Mumbai,2023-07-19 21:00:00,44,42,59,34,11
Kolkata,2023-07-19 22:00:00,74,139,69,30,25
Delhi,2023-07-19 23:00:00,79,72,33,33,22
Mumbai,2023-07-20 00:00:00,75,87,45,39,23
Delhi,2023-07-20 01:00:00,31,111,73,36,18
Bangalore,2023-07-20 02:00:00,65,138,5,28,22
Delhi,2023-07-20 03:00:00,72,74,26,30,16
Mumbai,2023-07-20 04:00:00,60,158,69,5,10
Kolkata,2023-07-20 05:00:00,5,10,61,19,6
Bangalore,2023-07-20 06:00:00,65,124,50,30,1
Mumbai,2023-07-20 07:00:00,137,52,31,16,15
Bangalore,2023-07-20 08:00:00,47,151,22,45,36
Chennai,2023-07-20 09:00:00,34,96,28,18,26
Delhi,2023-07-20 10:00:00,73,59,70,33,20
Chennai,2023-07-20 11:00:00,70,119,27,32,9
Mumbai,2023-07-20 12:00:00,101,130,42,43,29
Kolkata,2023-07-20 13:00:00,15,118,24,46,16
Bangalore,2023-07-20 14:00:00,85,43,56,42,36
Delhi,2023-07-20 15:00:00,80,68,29,5,6
Bangalore,2023-07-20 16:00:00,55,89,38,51,9
Mumbai,2023-07-20 17:00:00,71,88,6,57,7
Bangalore,2023-07-20 18:00:00,96,123,7,21,1
Delhi,2023-07-20 19:00:00,90,10,40,34,6
Mumbai,2023-07-20 20:00:00,19,105,13,13,19
Bangalore,2023-07-20 21:00:00,88,76,82,5,9
Kolkata,2023-07-20 22:00:00,57,52,5,16,1
Mumbai,2023-07-20 23:00:00,62,56,23,20,30
Mumbai,2023-07-21 00:00:00,62,80,40,23,1
Kolkata,2023-07-21 01:00:00,54,10,32,12,25
Chennai,2023-07-21 02:00:00,101,58,17,16,18
Delhi,2023-07-21 03:00:00,57,50,20,29,43
Chennai,2023-07-21 04:00:00,20,113,20,16,29
Bangalore,2023-07-21 05:00:00,46,53,34,39,11
Kolkata,2023-07-21 06:00:00,66,80,79,42,9
Chennai,2023-07-21 07:00:00,103,159,41,72,36
Mumbai,2023-07-21 08:00:00,81,134,63,50,1
Bangalore,2023-07-21 09:00:00,30,130,50,34,20
Bangalore,2023-07-21 10:00:00,146,67,62,18,16
Chennai,2023-07-21 11:00:00,69,114,5,35,13
Chennai,2023-07-21 12:00:00,104,79,33,35,22
Kolkata,2023-07-21 13:00:00,54,81,66,20,20
Delhi,2023-07-21 14:00:00,78,108,28,44,23
Chennai,2023-07-21 15:00:00,89,63,75,5,19
Chennai,2023-07-21 16:00:00,102,157,69,25,23
Mumbai,2023-07-21 17:00:00,97,82,30,40,19
Bangalore,2023-07-21 18:00:00,90,117,29,24,10
Delhi,2023-07-21 19:00:00,48,155,19,26,18
Mumbai,2023-07-21 20:00:00,39,136,27,27,9
Kolkata,2023-07-21 21:00:00,71,26,15,14,8
Kolkata,2023-07-21 22:00:00,92,110,48,51,13
Chennai,2023-07-21 23:00:00,52,128,10,11,16
Chennai,2023-07-22 00:00:00,97,130,52,35,18
Kolkata,2023-07-22 01:00:00,110,39,52,37,28
Chennai,2023-07-22 02:00:00,27,60,6,12,12
Delhi,2023-07-22 03:00:00,30,134,70,31,20
Chennai,2023-07-22 04:00:00,55,55,50,13,19
Bangalore,2023-07-22 05:00:00,70,76,54,55,10
Chennai,2023-07-22 06:00:00,41,160,24,9,18
Mumbai,2023-07-22 07:00:00,107,87,52,18,30
Delhi,2023-07-22 08:00:00,74,57,62,7,20
Mumbai,2023-07-22 09:00:00,61,50,38,5,20
Mumbai,2023-07-22 10:00:00,9,104,80,58,9
Bangalore,2023-07-22 11:00:00,13,30,40,39,41
Delhi,2023-07-22 12:00:00,69,78,62,32,10
Delhi,2023-07-22 13:00:00,5,104,45,18,1
Delhi,2023-07-22 14:00:00,95,148,51,46,28
Delhi,2023-07-22 15:00:00,54,120,6,15,16
Delhi,2023-07-22 16:00:00,173,57,47,44,14
Bangalore,2023-07-22 17:00:00,140,143,25,14,11
Chennai,2023-07-22 18:00:00,53,76,23,18,40
Mumbai,2023-07-22 19:00:00,56,34,74,43,22
Delhi,2023-07-22 20:00:00,94,82,35,45,24
Chennai,2023-07-22 21:00:00,119,154,19,40,19
Chennai,2023-07-22 22:00:00,5,97,32,11,21
Mumbai,2023-07-22 23:00:00,5,90,13,21,34
Bangalore,2023-07-23 00:00:00,38,163,68,32,14
Kolkata,2023-07-23 01:00:00,80,25,26,14,1
Kolkata,2023-07-23 02:00:00,77,32,50,54,28
Chennai,2023-07-23 03:00:00,97,17,67,5,23
Mumbai,2023-07-23 04:00:00,18,106,29,15,19
Kolkata,2023-07-23 05:00:00,5,97,50,20,23
Chennai,2023-07-23 06:00:00,90,159,19,5,13
Bangalore,2023-07-23 07:00:00,31,100,88,5,18
Kolkata,2023-07-23 08:00:00,5,71,58,41,16
Chennai,2023-07-23 09:00:00,65,90,36,30,10
Chennai,2023-07-23 10:00:00,87,95,24,58,32
Delhi,2023-07-23 11:00:00,55,14,37,57,1
Bangalore,2023-07-23 12:00:00,43,211,33,37,46
Delhi,2023-07-23 13:00:00,54,113,79,35,28
Mumbai,2023-07-23 14:00:00,47,99,15,31,1
Delhi,2023-07-23 15:00:00,12,117,42,5,15
Delhi,2023-07-23 16:00:00,34,121,39,5,15
Kolkata,2023-07-23 17:00:00,78,83,37,31,22
Chennai,2023-07-23 18:00:00,71,61,37,41,6
Bangalore,2023-07-23 19:00:00,65,116,37,35,18
Delhi,2023-07-23 20:00:00,25,107,57,13,16
Bangalore,2023-07-23 21:00:00,53,53,52,46,9
Delhi,2023-07-23 22:00:00,5,153,48,56,7
Mumbai,2023-07-23 23:00:00,66,103,5,46,29
Delhi,2023-07-24 00:00:00,110,122,45,47,1
Kolkata,2023-07-24 01:00:00,8,152,6,19,23
Chennai,2023-07-24 02:00:00,39,90,52,49,27
Mumbai,2023-07-24 03:00:00,71,104,69,32,15
Delhi,2023-07-24 04:00:00,103,126,21,39,18
Bangalore,2023-07-24 05:00:00,44,57,34,36,31
Mumbai,2023-07-24 06:00:00,35,92,28,27,9
Mumbai,2023-07-24 07:00:00,5,95,64,14,10
Delhi,2023-07-24 08:00:00,63,46,41,28,12
Mumbai,2023-07-24 09:00:00,131,194,74,47,31
Bangalore,2023-07-24 10:00:00,69,26,48,22,33
Mumbai,2023-07-24 11:00:00,59,31,44,46,1
Bangalore,2023-07-24 12:00:00,71,149,41,43,30
Delhi,2023-07-24 13:00:00,59,122,56,24,27
Chennai,2023-07-24 14:00:00,31,43,5,54,36
Mumbai,2023-07-24 15:00:00,88,117,41,23,22
Chennai,2023-07-24 16:00:00,67,156,38,57,17
Bangalore,2023-07-24 17:00:00,60,88,54,37,31
Mumbai,2023-07-24 18:00:00,25,206,36,29,26
Kolkata,2023-07-24 19:00:00,105,12,19,14,44
Chennai,2023-07-24 20:00:00,83,121,40,28,29
Mumbai,2023-07-24 21:00:00,40,142,18,26,19
Chennai,2023-07-24 22:00:00,95,130,5,7,3
Mumbai,2023-07-24 23:00:00,42,80,54,26,11
Delhi,2023-07-25 00:00:00,32,76,51,15,1
Chennai,2023-07-25 01:00:00,33,109,49,40,15
Kolkata,2023-07-25 02:00:00,5,126,66,53,29
Kolkata,2023-07-25 03:00:00,76,117,26,7,17
Bangalore,2023-07-25 04:00:00,5,136,11,60,30
Mumbai,2023-07-25 05:00:00,17,44,38,27,22
Chennai,2023-07-25 06:00:00,5,79,33,12,13
Bangalore,2023-07-25 07:00:00,56,47,23,43,19
Chennai,2023-07-25 08:00:00,54,72,38,21,23
Mumbai,2023-07-25 09:00:00,48,135,27,28,19
Kolkata,2023-07-25 10:00:00,23,94,5,22,19
Delhi,2023-07-25 11:00:00,18,207,31,15,8
Kolkata,2023-07-25 12:00:00,76,98,17,43,12
Bangalore,2023-07-25 13:00:00,40,92,44,24,45
Delhi,2023-07-25 14:00:00,71,94,26,5,32
Bangalore,2023-07-25 15:00:00,29,61,62,39,1
Mumbai,2023-07-25 16:00:00,66,87,72,8,1
Delhi,2023-07-25 17:00:00,105,140,53,9,18
Bangalore,2023-07-25 18:00:00,80,95,8,51,28
Mumbai,2023-07-25 19:00:00,45,54,70,8,11
Kolkata,2023-07-25 20:00:00,69,48,71,5,30
Mumbai,2023-07-25 21:00:00,51,69,40,41,18
Chennai,2023-07-25 22:00:00,60,93,66,24,16
Mumbai,2023-07-25 23:00:00,48,143,28,26,27
Mumbai,2023-07-26 00:00:00,54,29,5,24,11
Chennai,2023-07-26 01:00:00,67,75,24,34,14
Bangalore,2023-07-26 02:00:00,25,96,74,16,26
Bangalore,2023-07-26 03:00:00,24,10,10,56,17
Mumbai,2023-07-26 04:00:00,11,52,39,5,40
Chennai,2023-07-26 05:00:00,5,59,40,38,26
Chennai,2023-07-26 06:00:00,17,54,29,41,25
Kolkata,2023-07-26 07:00:00,65,98,31,16,17
Bangalore,2023-07-26 08:00:00,28,82,41,11,28
Delhi,2023-07-26 09:00:00,77,65,28,48,14
Bangalore,2023-07-26 10:00:00,61,109,11,12,21
Bangalore,2023-07-26 11:00:00,5,167,44,19,7
Kolkata,2023-07-26 12:00:00,82,163,61,45,30
Delhi,2023-07-26 13:00:00,88,10,57,30,21
Kolkata,2023-07-26 14:00:00,25,115,23,5,41
Delhi,2023-07-26 15:00:00,74,81,14,61,46
Mumbai,2023-07-26 16:00:00,30,96,34,20,27
Delhi,2023-07-26 17:00:00,63,72,71,22,18
Kolkata,2023-07-26 18:00:00,15,95,52,34,6
Bangalore,2023-07-26 19:00:00,5,96,54,41,28
Delhi,2023-07-26 20:00:00,46,63,57,65,20
Delhi,2023-07-26 21:00:00,55,49,48,5,24
Chennai,2023-07-26 22:00:00,46,69,42,44,38
Bangalore,2023-07-26 23:00:00,18,100,53,43,8
Mumbai,2023-07-27 00:00:00,46,116,29,27,6
Kolkata,2023-07-27 01:00:00,69,128,11,44,15
Mumbai,2023-07-27 02:00:00,58,67,54,46,27
Bangalore,2023-07-27 03:00:00,66,102,64,5,24
Delhi,2023-07-27 04:00:00,36,133,17,61,7
Delhi,2023-07-27 05:00:00,101,142,56,5,27
Bangalore,2023-07-27 06:00:00,18,87,73,9,3
Delhi,2023-07-27 07:00:00,77,80,39,25,7
Delhi,2023-07-27 08:00:00,101,98,23,64,16
Delhi,2023-07-27 09:00:00,76,38,42,24,11
Kolkata,2023-07-27 10:00:00,52,81,28,29,28
Kolkata,2023-07-27 11:00:00,41,123,27,55,21
Chennai,2023-07-27 12:00:00,96,118,48,24,39
Mumbai,2023-07-27 13:00:00,10,77,7,8,15
Bangalore,2023-07-27 14:00:00,26,99,11,22,16
Bangalore,2023-07-27 15:00:00,46,52,40,54,32
Bangalore,2023-07-27 16:00:00,103,121,39,31,16
Chennai,2023-07-27 17:00:00,73,86,46,64,35
Kolkata,2023-07-27 18:00:00,26,77,77,43,24
Chennai,2023-07-27 19:00:00,49,73,42,18,1
Bangalore,2023-07-27 20:00:00,38,87,51,30,32
Mumbai,2023-07-27 21:00:00,35,69,20,14,28
Delhi,2023-07-27 22:00:00,94,119,55,17,29
Kolkata,2023-07-27 23:00:00,11,72,29,100,1
Kolkata,2023-07-28 00:00:00,116,161,41,48,10
Chennai,2023-07-28 01:00:00,88,155,37,45,10
Kolkata,2023-07-28 02:00:00,98,49,60,18,7
Bangalore,2023-07-28 03:00:00,43,93,13,58,38
Bangalore,2023-07-28 04:00:00,54,60,5,49,17
Chennai,2023-07-28 05:00:00,9,75,35,63,17
Bangalore,2023-07-28 06:00:00,41,180,49,62,24
Mumbai,2023-07-28 07:00:00,77,76,43,5,24
Chennai,2023-07-28 08:00:00,105,106,64,10,1
Mumbai,2023-07-28 09:00:00,21,114,48,11,10
Delhi,2023-07-28 10:00:00,47,44,28,13,1
Mumbai,2023-07-28 11:00:00,54,51,5,35,22
Delhi,2023-07-28 12:00:00,11,35,35,19,14
Delhi,2023-07-28 13:00:00,80,50,60,67,18
Mumbai,2023-07-28 14:00:00,34,10,32,64,1
Chennai,2023-07-28 15:00:00,53,114,40,29,14
Bangalore,2023-07-28 16:00:00,44,182,48,65,31
Bangalore,2023-07-28 17:00:00,32,96,19,56,34
Delhi,2023-07-28 18:00:00,59,26,52,21,26
Delhi,2023-07-28 19:00:00,52,61,72,5,1
Chennai,2023-07-28 20:00:00,46,69,36,26,33
Kolkata,2023-07-28 21:00:00,34,44,17,18,26
Mumbai,2023-07-28 22:00:00,71,128,38,33,16
Delhi,2023-07-28 23:00:00,117,126,5,31,1
Bangalore,2023-07-29 00:00:00,64,38,46,31,29
Chennai,2023-07-29 01:00:00,94,122,49,39,10
Mumbai,2023-07-29 02:00:00,11,158,73,8,22
Chennai,2023-07-29 03:00:00,65,175,36,37,18
Mumbai,2023-07-29 04:00:00,21,218,48,22,36
Mumbai,2023-07-29 05:00:00,8,49,22,33,16
Delhi,2023-07-29 06:00:00,34,217,32,47,17
Chennai,2023-07-29 07:00:00,101,74,9,7,36
Chennai,2023-07-29 08:00:00,93,63,36,24,10
Bangalore,2023-07-29 09:00:00,68,104,33,27,27
Bangalore,2023-07-29 10:00:00,6,63,45,20,15
Delhi,2023-07-29 11:00:00,53,107,27,46,5
Delhi,2023-07-29 12:00:00,70,30,41,17,18
Kolkata,2023-07-29 13:00:00,66,79,33,20,26
Bangalore,2023-07-29 14:00:00,5,147,33,17,34
Mumbai,2023-07-29 15:00:00,28,87,41,49,35
Chennai,2023-07-29 16:00:00,57,96,40,21,14
Delhi,2023-07-29 17:00:00,78,111,55,38,6
Chennai,2023-07-29 18:00:00,5,142,37,65,14
Chennai,2023-07-29 19:00:00,54,15,33,28,3
Kolkata,2023-07-29 20:00:00,65,116,36,50,15
Bangalore,2023-07-29 21:00:00,89,77,25,60,13
Delhi,2023-07-29 22:00:00,84,97,32,48,26
Chennai,2023-07-29 23:00:00,80,137,80,29,1
Delhi,2023-07-30 00:00:00,32,36,21,41,9
Mumbai,2023-07-30 01:00:00,5,44,34,6,9
Kolkata,2023-07-30 02:00:00,46,10,32,15,32
Mumbai,2023-07-30 03:00:00,95,65,35,19,4
Delhi,2023-07-30 04:00:00,108,149,33,70,20
Delhi,2023-07-30 05:00:00,84,84,45,15,16
Bangalore,2023-07-30 06:00:00,75,29,5,15,30
Chennai,2023-07-30 07:00:00,73,68,60,11,25
Chennai,2023-07-30 08:00:00,40,23,52,40,19
Mumbai,2023-07-30 09:00:00,55,39,15,32,11
Kolkata,2023-07-30 10:00:00,118,107,5,49,1
Chennai,2023-07-30 11:00:00,27,37,20,42,20
Bangalore,2023-07-30 12:00:00,116,140,35,5,24
Mumbai,2023-07-30 13:00:00,48,86,91,15,1
Mumbai,2023-07-30 14:00:00,106,93,50,54,3
Bangalore,2023-07-30 15:00:00,10,77,5,26,21
Kolkata,2023-07-30 16:00:00,80,124,26,51,22
Bangalore,2023-07-30 17:00:00,34,125,38,27,6
Kolkata,2023-07-30 18:00:00,10,105,45,12,11
Bangalore,2023-07-30 19:00:00,67,115,13,24,1
Bangalore,2023-07-30 20:00:00,95,80,37,12,34
Delhi,2023-07-30 21:00:00,30,114,25,19,2
Mumbai,2023-07-30 22:00:00,7,74,17,33,24
Bangalore,2023-07-30 23:00:00,56,90,45,39,17
Bangalore,2023-07-31 00:00:00,56,77,55,5,33
Chennai,2023-07-31 01:00:00,79,69,56,29,8
Mumbai,2023-07-31 02:00:00,93,58,51,19,18
Chennai,2023-07-31 03:00:00,57,111,30,18,1
Mumbai,2023-07-31 04:00:00,124,148,54,32,1
Chennai,2023-07-31 05:00:00,67,142,46,20,25
Bangalore,2023-07-31 06:00:00,47,33,42,54,1
Bangalore,2023-07-31 07:00:00,5,148,27,51,15
Delhi,2023-07-31 08:00:00,50,75,30,51,30
Chennai,2023-07-31 09:00:00,48,117,41,21,26
Kolkata,2023-07-31 10:00:00,93,49,88,12,10
Delhi,2023-07-31 11:00:00,76,96,46,31,1
Chennai,2023-07-31 12:00:00,18,104,27,27,24
Chennai,2023-07-31 13:00:00,66,23,23,19,34
Delhi,2023-07-31 14:00:00,83,117,30,8,10
Bangalore,2023-07-31 15:00:00,113,150,83,29,8
Chennai,2023-07-31 16:00:00,91,82,32,22,11
Bangalore,2023-07-31 17:00:00,86,151,58,42,24
Delhi,2023-07-31 18:00:00,62,81,32,41,32
Bangalore,2023-07-31 19:00:00,73,128,45,49,3
Mumbai,2023-07-31 20:00:00,103,10,55,7,1
Kolkata,2023-07-31 21:00:00,13,198,28,37,46
Chennai,2023-07-31 22:00:00,47,157,27,16,15
